grid_id,lat,lon,land_cover,priority,LST,NDVI,recommended_action,cost_estimate,cooling_c,cooling_per_rupee
+102030+29088,26.130644142019182,91.65555759610857,cropland,Medium,26.50523571041203,0.4713971730063777,Tree cover,334425.0,0.8,2.39216565747178e-06
+102030+29091,26.133339088117463,91.6555575962905,cropland,Medium,27.064841606714403,0.3876911207567965,Tree cover,334425.0,0.8,2.39216565747178e-06
+102030+29092,26.134237403327887,91.65555759626132,cropland,Medium,29.986900163883263,0.5899310580520064,Tree cover,334425.0,0.8,2.39216565747178e-06
+102030+29093,26.135135718657995,91.65555759596094,cropland,Medium,29.95720199563549,0.6071259259768224,Tree cover,334425.0,0.8,2.39216565747178e-06
+102030+29094,26.13603403419273,91.65555759606734,cropland,Medium,28.851931404368035,0.5888065573146235,Tree cover,334425.0,0.8,2.39216565747178e-06
+102030+29095,26.136932349079725,91.655557596129,cropland,Medium,27.596844101983343,0.4870091278903364,Tree cover,334425.0,0.8,2.39216565747178e-06
+102030+29096,26.137830664451133,91.65555759591986,cropland,Medium,28.279910123268174,0.5457544425705891,Tree cover,334425.0,0.8,2.39216565747178e-06
+102030+29097,26.138728979934992,91.65555759589142,cropland,Medium,29.55561090137571,0.4524457736098837,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29087,26.12974582697028,91.65645591175766,grassland,Medium,25.33633123592052,0.1865765605121329,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29088,26.13064414199185,91.65645591180994,grassland,Medium,24.817183695073247,0.2666722517941615,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29090,26.13244077279053,91.65645591177994,grassland,Medium,25.480837923179923,0.3213136708007925,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29091,26.13333908816378,91.65645591169783,grassland,High,26.275365491338924,0.193085974222219,Green park,222950.0,2.0,8.970621215519174e-06
+102031+29092,26.13423740315585,91.65645591157104,cropland,Medium,28.89444369056525,0.5047170465573444,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29093,26.13513571881376,91.65645591185124,cropland,Medium,29.979737029152727,0.6009869713042331,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29094,26.13603403431235,91.65645591208651,cropland,Medium,29.28526162802304,0.5319485625044608,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29095,26.136932348981336,91.6564559120512,cropland,Medium,28.099620911163065,0.4599363136394974,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29096,26.13783066431645,91.65645591197116,cropland,Medium,28.607645121914253,0.4071204575117553,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29097,26.13872897994604,91.65645591184618,cropland,Medium,29.360761375585795,0.4387560197605654,Tree cover,334425.0,0.8,2.39216565747178e-06
+102031+29098,26.139627295111428,91.65645591190236,built_up,Medium,29.012074353500022,0.5011563290395704,Cool roof,535080.0,1.0,1.868879419899828e-06
+102032+29085,26.127949196243343,91.65735422679325,cropland,Medium,28.37333563669048,0.5665673610194729,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29086,26.1288475118497,91.6573542268362,grassland,Medium,26.72016658718277,0.5150531419093057,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29087,26.1297458270818,91.65735422683466,grassland,Medium,24.32763414415156,0.158119481911534,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29088,26.1306441418852,91.6573542267884,grassland,Medium,24.512919709465795,0.1835731998185482,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29089,26.1315424574836,91.65735422669768,grassland,Medium,26.359540071305307,0.35613653126727,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29090,26.132440772794176,91.65735422678848,cropland,Medium,28.545675499581023,0.4907073633516469,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29091,26.133339088131137,91.6573542268346,cropland,Medium,28.970042255041918,0.445870062088239,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29093,26.13513571889141,91.65735422656724,cropland,High,28.152214733969984,0.3252379774407301,Green park,222950.0,2.0,8.970621215519174e-06
+102032+29094,26.13603403435388,91.65735422647988,cropland,High,27.875310956588702,0.2978534319894734,Green park,222950.0,2.0,8.970621215519174e-06
+102032+29095,26.13693234898676,91.65735422657342,cropland,Medium,29.454571433382917,0.5333342258708544,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29096,26.137830664285907,91.65735422662227,cropland,Medium,29.89937730812153,0.5089296344275971,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29098,26.13962729500898,91.65735422681318,built_up,Medium,28.76579145059465,0.4525752543914262,Cool roof,535080.0,1.0,1.868879419899828e-06
+102032+29099,26.14052561034761,91.65735422672851,built_up,Medium,28.53845696118368,0.3976238807953465,Cool roof,535080.0,1.0,1.868879419899828e-06
+102032+29100,26.14142392571099,91.65735422682503,cropland,Medium,28.819862404570543,0.55520176173212,Tree cover,334425.0,0.8,2.39216565747178e-06
+102032+29101,26.142322240977663,91.65735422687726,cropland,Medium,28.99398580251635,0.5531983498671401,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29085,26.127949196164877,91.65825254249826,grassland,Medium,27.1379916575398,0.3507253681999297,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29086,26.12884751191766,91.65825254244226,grassland,Medium,25.218335940866595,0.166209495039647,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29087,26.12974582693177,91.65825254234196,grassland,Medium,24.2339542597556,0.1319335087481003,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29088,26.13064414188144,91.6582525421974,grassland,Medium,24.86967077319484,0.2227977120061211,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29089,26.13154245762627,91.65825254246047,grassland,Medium,27.164633737947806,0.3586909077212165,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29090,26.132440772718844,91.65825254245324,cropland,Medium,29.27812233705309,0.501390017977025,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29091,26.13333908820191,91.65825254240148,cropland,Medium,29.843638758512583,0.4896911283290978,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29092,26.134237403122583,91.65825254253151,cropland,High,29.08252962300945,0.3997052331755936,Green park,222950.0,2.0,8.970621215519174e-06
+102033+29093,26.135135718708597,91.65825254261708,cropland,Medium,28.98220821030728,0.4116136500568886,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29094,26.136034034317323,91.65825254243228,cropland,Medium,29.39490070891061,0.4623905763026099,Tree cover,334425.0,0.8,2.39216565747178e-06
+102033+29095,26.136932349096288,91.65825254242928,cropland,Medium,29.20395918306384,0.4285861670571552,Tree cover,334425.0,0.8,2.39216565747178e-06
