system:index,Heat_Risk,LST,LandCover,Latitude,Longitude,NDBI,NDVI,Vegetation,count,grid_id,.geo
+102089+29122,-0.060297277572960155,28.06506141057289,50.0,26.161186861660845,91.70855819795999,-0.055517184168874495,0.43637309261388113,0.410016079061924,1,+102089+29122,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.160737704128707],[91.70900735576195,26.160737704128707],[91.70900735576195,26.161636019412825],[91.70810904047784,26.161636019412825],[91.70810904047784,26.160737704128707]]]}"
+102089+29123,-0.35496969550043955,27.323374720038426,10.0,26.162085177008787,91.70855819772997,-0.22121710246663115,0.6780678897888985,1.0,1,+102089+29123,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.161636019412825],[91.70900735576195,26.161636019412825],[91.70900735576195,26.162534334696947],[91.70810904047784,26.162534334696947],[91.70810904047784,26.161636019412825]]]}"
+102089+29124,-0.2646642007668825,26.86562379088339,10.0,26.1629834926577,91.70855819791966,-0.16109133813508,0.5550659001156967,0.7440683948390133,1,+102089+29124,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.162534334696947],[91.70900735576195,26.162534334696947],[91.70900735576195,26.163432649981065],[91.70810904047784,26.163432649981065],[91.70810904047784,26.162534334696947]]]}"
+102089+29125,-0.39993723130640535,25.747972268013083,10.0,26.16388180775858,91.70855819785152,-0.20590625072199858,0.6105066790216249,0.8547786187693635,1,+102089+29125,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.163432649981065],[91.70900735576195,26.163432649981065],[91.70900735576195,26.164330965265183],[91.70810904047784,26.164330965265183],[91.70810904047784,26.163432649981065]]]}"
+102089+29126,-0.45928795996565785,25.76293401953563,10.0,26.164780122981803,91.70855819775144,-0.267200875640567,0.6709261042182028,0.9912937762265186,1,+102089+29126,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.164330965265183],[91.70900735576195,26.164330965265183],[91.70900735576195,26.165229280549305],[91.70810904047784,26.165229280549305],[91.70810904047784,26.164330965265183]]]}"
+102089+29127,-0.08265984507094883,27.048561854333105,50.0,26.16567843832777,91.70855819807107,-0.03385783467964821,0.38612854895188514,0.1807914035844544,1,+102089+29127,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.165229280549305],[91.70900735576195,26.165229280549305],[91.70900735576195,26.166127595833423],[91.70810904047784,26.166127595833423],[91.70810904047784,26.165229280549305]]]}"
+102089+29128,-0.1326433414890052,26.249173841395958,10.0,26.16657675366977,91.70855819813266,-0.05537075960070209,0.37901290158871664,0.6341425153927605,1,+102089+29128,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.166127595833423],[91.70900735576195,26.166127595833423],[91.70900735576195,26.16702591111754],[91.70810904047784,26.16702591111754],[91.70810904047784,26.166127595833423]]]}"
+102089+29129,-0.5423174302599298,23.175542407409228,10.0,26.167475068773193,91.70855819793599,-0.24493163164622758,0.5691418879320176,1.0,1,+102089+29129,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.16702591111754],[91.70900735576195,26.16702591111754],[91.70900735576195,26.167924226401663],[91.70810904047784,26.167924226401663],[91.70810904047784,26.16702591111754]]]}"
+102089+29130,-0.734287641682127,21.62893012790504,10.0,26.16837338395624,91.7085581979331,-0.27595978048010156,0.6506397936753446,1.0,1,+102089+29130,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.167924226401663],[91.70900735576195,26.167924226401663],[91.70900735576195,26.16882254168578],[91.70810904047784,26.16882254168578],[91.70810904047784,26.167924226401663]]]}"
+102089+29131,-0.7444979702147303,21.4168637932415,10.0,26.169271699719747,91.70855819812442,-0.2724254112391828,0.6457025268748374,1.0,1,+102089+29131,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.16882254168578],[91.70900735576195,26.16882254168578],[91.70900735576195,26.169720856969903],[91.70810904047784,26.169720856969903],[91.70810904047784,26.16882254168578]]]}"
+102089+29132,-0.7131117125455952,21.45779163280029,10.0,26.17017001466156,91.70855819805749,-0.27378584509537474,0.6172396863170445,1.0,1,+102089+29132,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.169720856969903],[91.70900735576195,26.169720856969903],[91.70900735576195,26.17061917225402],[91.70810904047784,26.17061917225402],[91.70810904047784,26.169720856969903]]]}"
+102089+29133,-0.6082660404769216,21.873939148128514,10.0,26.171068329816755,91.7085581979582,-0.27555186343331056,0.5421188367718155,0.900466684968038,1,+102089+29133,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.17061917225402],[91.70900735576195,26.17061917225402],[91.70900735576195,26.17151748753814],[91.70810904047784,26.17151748753814],[91.70810904047784,26.17061917225402]]]}"
+102089+29134,-0.22628819931468988,21.30612947238624,80.0,26.171966645511976,91.70855819805313,-0.35923732446784856,0.11958316162799237,0.22498592078092738,1,+102089+29134,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70810904047784,26.17151748753814],[91.70900735576195,26.17151748753814],[91.70900735576195,26.17241580282226],[91.70810904047784,26.17241580282226],[91.70810904047784,26.17151748753814]]]}"
+102090+29060,-0.27142230308592513,27.02399745197681,10.0,26.105491314512822,91.7094565134312,-0.04804728749640403,0.5731364067985549,0.9461302420729628,1,+102090+29060,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.105042156513296],[91.70990567104607,26.105042156513296],[91.70990567104607,26.105940471797414],[91.70900735576195,26.105940471797414],[91.70900735576195,26.105042156513296]]]}"
+102090+29061,-0.2224483244027503,27.35559767394903,10.0,26.106389629028826,91.7094565132727,-0.08406380074059007,0.5478481582562528,0.6338287775991216,1,+102090+29061,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.105940471797414],[91.70990567104607,26.105940471797414],[91.70990567104607,26.106838787081536],[91.70900735576195,26.106838787081536],[91.70900735576195,26.105940471797414]]]}"
+102090+29062,-0.14486621108829134,27.563901354111707,10.0,26.107287945285485,91.7094565133081,-0.04173116054517483,0.48514487923912697,0.6763010314129966,1,+102090+29062,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.106838787081536],[91.70990567104607,26.106838787081536],[91.70990567104607,26.107737102365654],[91.70900735576195,26.107737102365654],[91.70900735576195,26.106838787081536]]]}"
+102090+29063,-0.10903614013259624,27.320497926319845,50.0,26.108186260165873,91.7094565133118,-0.035216254247880246,0.4319288491554427,0.46233185615122163,1,+102090+29063,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.107737102365654],[91.70990567104607,26.107737102365654],[91.70990567104607,26.108635417649776],[91.70900735576195,26.108635417649776],[91.70900735576195,26.107737102365654]]]}"
+102090+29064,-0.10176248641999072,27.654657119029334,10.0,26.109084575423196,91.70945651328404,-0.03811901273755637,0.4485237092078009,0.5770814541746735,1,+102090+29064,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.108635417649776],[91.70990567104607,26.108635417649776],[91.70990567104607,26.109533732933894],[91.70900735576195,26.109533732933894],[91.70900735576195,26.108635417649776]]]}"
+102090+29065,-0.03829886847095447,28.223687034176965,10.0,26.10998289011243,91.70945651345063,0.004181985769043764,0.4257050851978801,0.5680614926075533,1,+102090+29065,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.109533732933894],[91.70990567104607,26.109533732933894],[91.70990567104607,26.110432048218012],[91.70900735576195,26.110432048218012],[91.70900735576195,26.109533732933894]]]}"
+102090+29066,-0.0861868612693688,27.81766468876399,10.0,26.110881206461308,91.7094565133595,-0.037164189946278264,0.44459148189536796,0.5158633671908703,1,+102090+29066,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.110432048218012],[91.70990567104607,26.110432048218012],[91.70990567104607,26.111330363502134],[91.70900735576195,26.111330363502134],[91.70900735576195,26.110432048218012]]]}"
+102090+29067,-0.2658942732864982,27.25945094341481,10.0,26.11177952105957,91.70945651346229,-0.17576213787362044,0.5844264835304139,0.9082316953606024,1,+102090+29067,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.111330363502134],[91.70990567104607,26.111330363502134],[91.70990567104607,26.112228678786252],[91.70900735576195,26.112228678786252],[91.70900735576195,26.111330363502134]]]}"
+102090+29068,-0.10004462841348516,27.72652375599713,10.0,26.112677836407187,91.7094565135336,-0.06371791278846395,0.45193918241327935,1.0,1,+102090+29068,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.112228678786252],[91.70990567104607,26.112228678786252],[91.70990567104607,26.11312699407037],[91.70900735576195,26.11312699407037],[91.70900735576195,26.112228678786252]]]}"
+102090+29069,-0.08863539909191935,28.414635487011186,10.0,26.113576152005848,91.70945651334762,-0.07535089353457121,0.48968079102128986,0.9233303266794776,1,+102090+29069,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.11312699407037],[91.70990567104607,26.11312699407037],[91.70990567104607,26.114025309354492],[91.70900735576195,26.114025309354492],[91.70900735576195,26.11312699407037]]]}"
+102090+29070,0.02805486292128192,28.97700479997207,50.0,26.114474467256994,91.70945651335555,-0.0014286589639173853,0.41315976564815227,0.21530256088474065,1,+102090+29070,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.114025309354492],[91.70990567104607,26.114025309354492],[91.70990567104607,26.11492362463861],[91.70900735576195,26.11492362463861],[91.70900735576195,26.114025309354492]]]}"
+102090+29071,0.1735195462123596,29.269769700485885,50.0,26.115372782130432,91.70945651333182,0.01983144983184375,0.2886068609652031,0.16639868230126675,1,+102090+29071,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.11492362463861],[91.70990567104607,26.11492362463861],[91.70990567104607,26.11582193992273],[91.70900735576195,26.11582193992273],[91.70900735576195,26.11492362463861]]]}"
+102090+29072,0.0945771344427046,29.29598578794695,50.0,26.11627109766096,91.70945651350242,-0.02229456927624057,0.36942185041064896,0.226401035334719,1,+102090+29072,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.11582193992273],[91.70990567104607,26.11582193992273],[91.70990567104607,26.11672025520685],[91.70900735576195,26.11672025520685],[91.70900735576195,26.11582193992273]]]}"
+102090+29073,-0.01985696875177943,29.258118446609632,50.0,26.117169413116702,91.70945651364113,-0.007222127727542943,0.48115114350961125,0.3287579905094317,1,+102090+29073,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.11672025520685],[91.70990567104607,26.11672025520685],[91.70990567104607,26.11761857049097],[91.70900735576195,26.11761857049097],[91.70900735576195,26.11672025520685]]]}"
+102090+29074,0.20074118351184767,29.655003357810045,50.0,26.118067728563318,91.70945651352233,0.04536200308343697,0.28890191347458344,0.13498568571316524,1,+102090+29074,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.11761857049097],[91.70990567104607,26.11761857049097],[91.70990567104607,26.11851688577509],[91.70900735576195,26.11851688577509],[91.70900735576195,26.11761857049097]]]}"
+102090+29075,0.025372410522958255,29.252866105122216,50.0,26.11896604320651,91.70945651337183,-0.012877166836144182,0.4355465969857718,0.3494646848896035,1,+102090+29075,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.11851688577509],[91.70990567104607,26.11851688577509],[91.70990567104607,26.11941520105921],[91.70900735576195,26.11941520105921],[91.70900735576195,26.11851688577509]]]}"
+102090+29076,-0.062058306826221106,28.647714256909936,50.0,26.119864359326062,91.70945651341549,-0.05437002887566372,0.4797521823197876,0.4914702537354406,1,+102090+29076,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.11941520105921],[91.70990567104607,26.11941520105921],[91.70990567104607,26.120313516343327],[91.70900735576195,26.120313516343327],[91.70900735576195,26.11941520105921]]]}"
+102090+29077,-0.14266733679410187,28.501631671040627,10.0,26.120762673707546,91.70945651342744,-0.08541100492656946,0.5499267418684322,0.8770540021177302,1,+102090+29077,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.120313516343327],[91.70990567104607,26.120313516343327],[91.70990567104607,26.12121183162745],[91.70900735576195,26.12121183162745],[91.70900735576195,26.120313516343327]]]}"
+102090+29078,-0.2077080386444781,28.13558052909569,10.0,26.121660989287417,91.70945651340752,-0.11857322386212282,0.5888209335798844,0.9625475508843485,1,+102090+29078,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.12121183162745],[91.70990567104607,26.12121183162745],[91.70990567104607,26.122110146911567],[91.70900735576195,26.122110146911567],[91.70900735576195,26.12121183162745]]]}"
+102090+29079,-0.10411071387266105,28.37723179817739,10.0,26.122559304801076,91.7094565133561,-0.0663646568767766,0.502484413742475,0.6656731636534766,1,+102090+29079,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.122110146911567],[91.70990567104607,26.122110146911567],[91.70990567104607,26.123008462195685],[91.70900735576195,26.123008462195685],[91.70900735576195,26.122110146911567]]]}"
+102090+29080,-0.14955168670804206,27.917111212741144,10.0,26.123457620027263,91.709456513273,-0.06683870336038723,0.5150596304752659,0.573277383426801,1,+102090+29080,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.123008462195685],[91.70990567104607,26.123008462195685],[91.70990567104607,26.123906777479807],[91.70900735576195,26.123906777479807],[91.70900735576195,26.123008462195685]]]}"
+102090+29081,-0.3345168427290277,27.364259084615938,10.0,26.12435593499881,91.70945651338383,-0.18856375550079157,0.6605353487730232,1.0,1,+102090+29081,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.123906777479807],[91.70990567104607,26.123906777479807],[91.70990567104607,26.124805092763925],[91.70900735576195,26.124805092763925],[91.70900735576195,26.123906777479807]]]}"
+102090+29082,-0.2875500202294866,27.60037158595323,10.0,26.125254250908487,91.7094565134632,-0.15657953487090248,0.6304337049404318,1.0,1,+102090+29082,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.124805092763925],[91.70990567104607,26.124805092763925],[91.70990567104607,26.125703408048047],[91.70900735576195,26.125703408048047],[91.70900735576195,26.124805092763925]]]}"
+102090+29083,-0.4251591213400378,25.895169584354623,10.0,26.12615256561718,91.70945651351066,-0.1241151854190996,0.6462426630796532,1.0,1,+102090+29083,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.125703408048047],[91.70990567104607,26.125703408048047],[91.70990567104607,26.126601723332165],[91.70900735576195,26.126601723332165],[91.70900735576195,26.125703408048047]]]}"
+102090+29084,-0.3669017576631975,25.657066101183673,10.0,26.12705088116812,91.70945651352642,-0.0969321036348528,0.5709779077477458,1.0,1,+102090+29084,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.126601723332165],[91.70990567104607,26.126601723332165],[91.70990567104607,26.127500038616283],[91.70900735576195,26.127500038616283],[91.70900735576195,26.126601723332165]]]}"
+102090+29085,-0.32995815690704466,26.22596414263968,10.0,26.127949196155733,91.70945651328486,-0.08754305753251719,0.5746698813813079,0.989999607827758,1,+102090+29085,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.127500038616283],[91.70990567104607,26.127500038616283],[91.70990567104607,26.128398353900405],[91.70900735576195,26.128398353900405],[91.70900735576195,26.127500038616283]]]}"
+102090+29086,-0.4900256444076975,25.60217165527559,10.0,26.12884751198181,91.70945651323726,-0.2423989026740598,0.6901807626416678,1.0,1,+102090+29086,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.128398353900405],[91.70990567104607,26.128398353900405],[91.70990567104607,26.129296669184523],[91.70900735576195,26.129296669184523],[91.70900735576195,26.128398353900405]]]}"
+102090+29087,-0.5120107260856931,25.35373771143158,10.0,26.129745826887312,91.7094565133836,-0.22764491084764005,0.6944205626165205,1.0,1,+102090+29087,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.129296669184523],[91.70990567104607,26.129296669184523],[91.70990567104607,26.13019498446864],[91.70900735576195,26.13019498446864],[91.70900735576195,26.129296669184523]]]}"
+102090+29088,-0.4936037041658688,24.711912561340792,10.0,26.130644141910103,91.7094565132724,-0.17135378059292355,0.6301688871187825,1.0,1,+102090+29088,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.13019498446864],[91.70990567104607,26.13019498446864],[91.70990567104607,26.131093299752763],[91.70900735576195,26.131093299752763],[91.70900735576195,26.13019498446864]]]}"
+102090+29089,-0.4282482513208172,25.40968743290067,10.0,26.131542457546022,91.70945651335558,-0.1555828719482231,0.6146544965280076,1.0,1,+102090+29089,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.131093299752763],[91.70990567104607,26.131093299752763],[91.70990567104607,26.13199161503688],[91.70900735576195,26.13199161503688],[91.70900735576195,26.131093299752763]]]}"
+102090+29090,-0.2629463427167407,25.755845566396655,10.0,26.13244077271171,91.70945651340685,-0.0404001875110098,0.47407816888793053,0.9432918937997569,1,+102090+29090,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.13199161503688],[91.70990567104607,26.13199161503688],[91.70990567104607,26.132889930321],[91.70900735576195,26.132889930321],[91.70900735576195,26.13199161503688]]]}"
+102090+29091,-0.45610182490886203,25.310677104022357,10.0,26.13333908826756,91.70945651342622,-0.14989899519043506,0.6354359037676024,1.0,1,+102090+29091,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.132889930321],[91.70990567104607,26.132889930321],[91.70990567104607,26.13378824560512],[91.70900735576195,26.13378824560512],[91.70900735576195,26.132889930321]]]}"
+102090+29092,-0.4145870095439688,25.735968300746944,10.0,26.13423740307847,91.70945651341391,-0.142357123621172,0.6242990310258927,1.0,1,+102090+29092,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.13378824560512],[91.70990567104607,26.13378824560512],[91.70990567104607,26.13468656088924],[91.70900735576195,26.13468656088924],[91.70900735576195,26.13378824560512]]]}"
+102090+29093,-0.48433026036400945,25.697963593631307,10.0,26.135135718919294,91.70945651336989,-0.22129679072235153,0.6913276599091026,1.0,1,+102090+29093,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.13468656088924],[91.70990567104607,26.13468656088924],[91.70990567104607,26.13558487617336],[91.70900735576195,26.13558487617336],[91.70900735576195,26.13468656088924]]]}"
+102090+29094,-0.5046520690029996,25.14693676044695,10.0,26.136034034236406,91.70945651329397,-0.19076520374732928,0.6722904090349248,1.0,1,+102090+29094,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.13558487617336],[91.70990567104607,26.13558487617336],[91.70990567104607,26.13648319145748],[91.70900735576195,26.13648319145748],[91.70900735576195,26.13558487617336]]]}"
+102090+29095,-0.5399637098867169,24.7133210072444,10.0,26.136932348905606,91.70945651318637,-0.20130639939695888,0.6766294961184592,1.0,1,+102090+29095,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.13648319145748],[91.70990567104607,26.13648319145748],[91.70990567104607,26.137381506741598],[91.70900735576195,26.137381506741598],[91.70900735576195,26.13648319145748]]]}"
+102090+29096,-0.5211951780997187,24.833294638557977,10.0,26.137830664422797,91.70945651327315,-0.19749570993154286,0.6664305094252889,1.0,1,+102090+29096,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.137381506741598],[91.70990567104607,26.137381506741598],[91.70990567104607,26.13827982202572],[91.70900735576195,26.13827982202572],[91.70900735576195,26.137381506741598]]]}"
+102090+29097,-0.50887651258936,25.125310981323334,10.0,26.13872898023479,91.70945651332802,-0.18084837269783804,0.6749701541124561,1.0,1,+102090+29097,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.13827982202572],[91.70990567104607,26.13827982202572],[91.70990567104607,26.139178137309838],[91.70900735576195,26.139178137309838],[91.70900735576195,26.13827982202572]]]}"
+102090+29098,-0.421174559450335,25.595132987911565,10.0,26.139627295035996,91.70945651335099,-0.13556899636379388,0.6208269157297318,1.0,1,+102090+29098,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.139178137309838],[91.70990567104607,26.139178137309838],[91.70990567104607,26.140076452593956],[91.70900735576195,26.140076452593956],[91.70900735576195,26.139178137309838]]]}"
+102090+29099,-0.49561806057590346,24.867637146770267,10.0,26.14052560986436,91.70945651334205,-0.1698012058066266,0.6433064282023511,1.0,1,+102090+29099,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.140076452593956],[91.70990567104607,26.140076452593956],[91.70990567104607,26.140974767878078],[91.70900735576195,26.140974767878078],[91.70900735576195,26.140076452593956]]]}"
+102090+29100,-0.5297136759654937,24.13987397532124,10.0,26.14142392599154,91.70945651330143,-0.1457275577158137,0.6254189599170116,1.0,1,+102090+29100,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.140974767878078],[91.70990567104607,26.140974767878078],[91.70990567104607,26.141873083162196],[91.70900735576195,26.141873083162196],[91.70900735576195,26.140974767878078]]]}"
+102090+29101,-0.5373295668364775,24.063666695380746,10.0,26.142322240929307,91.7094565132291,-0.14327314399702656,0.6275914736493873,1.0,1,+102090+29101,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.141873083162196],[91.70990567104607,26.141873083162196],[91.70990567104607,26.142771398446317],[91.70900735576195,26.142771398446317],[91.70900735576195,26.141873083162196]]]}"
+102090+29102,-0.5779141955267622,23.867880021361746,10.0,26.143220556070737,91.70945651335077,-0.20357896282721352,0.6541913399097441,1.0,1,+102090+29102,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.142771398446317],[91.70990567104607,26.142771398446317],[91.70990567104607,26.143669713730436],[91.70900735576195,26.143669713730436],[91.70900735576195,26.142771398446317]]]}"
+102090+29103,-0.6021818311231213,23.727522801340807,10.0,26.144118871968477,91.70945651344073,-0.2186213875763389,0.6684334597903219,1.0,1,+102090+29103,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.143669713730436],[91.70990567104607,26.143669713730436],[91.70990567104607,26.144568029014554],[91.70900735576195,26.144568029014554],[91.70900735576195,26.143669713730436]]]}"
+102090+29104,-0.41071613813963187,25.169632254144332,10.0,26.1450171864064,91.70945651327311,-0.12360983912872096,0.5799755848642271,0.8762696576336326,1,+102090+29104,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.144568029014554],[91.70990567104607,26.144568029014554],[91.70990567104607,26.145466344298676],[91.70900735576195,26.145466344298676],[91.70900735576195,26.144568029014554]]]}"
+102090+29105,-0.3135496618433397,26.564567119382,10.0,26.14591550186615,91.70945651329947,-0.11460194156340077,0.5824473132277685,0.9783128750147064,1,+102090+29105,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.145466344298676],[91.70990567104607,26.145466344298676],[91.70990567104607,26.146364659582794],[91.70900735576195,26.146364659582794],[91.70900735576195,26.145466344298676]]]}"
+102090+29106,-0.11796259190011879,27.026910416190653,10.0,26.146813817313255,91.70945651329393,0.005682045793152475,0.41988476448516615,0.9405074708812109,1,+102090+29106,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.146364659582794],[91.70990567104607,26.146364659582794],[91.70990567104607,26.147262974866912],[91.70900735576195,26.147262974866912],[91.70900735576195,26.146364659582794]]]}"
+102090+29107,-0.17907924154782148,26.659191241997856,10.0,26.147712132789092,91.70945651325668,-0.041270307598389865,0.4547357588333819,0.8349347033216988,1,+102090+29107,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.147262974866912],[91.70990567104607,26.147262974866912],[91.70990567104607,26.148161290151034],[91.70900735576195,26.148161290151034],[91.70900735576195,26.147262974866912]]]}"
+102090+29108,-0.21687689864321472,26.39380276857544,10.0,26.14861044789201,91.70945651341364,-0.05349392147238228,0.4735770963986037,0.7782265971214558,1,+102090+29108,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.148161290151034],[91.70990567104607,26.148161290151034],[91.70990567104607,26.149059605435152],[91.70900735576195,26.149059605435152],[91.70900735576195,26.148161290151034]]]}"
+102090+29109,-0.34605419830622197,25.589116245485364,10.0,26.14950876338543,91.70945651331279,-0.13391275404687447,0.5452767872694627,0.9816463390721205,1,+102090+29109,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.149059605435152],[91.70990567104607,26.149059605435152],[91.70990567104607,26.14995792071927],[91.70900735576195,26.14995792071927],[91.70900735576195,26.149059605435152]]]}"
+102090+29110,-0.22933323484983842,25.89196906345181,10.0,26.150407078141523,91.70945651340593,-0.08347404713967602,0.45018816795353905,0.8165810423938193,1,+102090+29110,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.14995792071927],[91.70990567104607,26.14995792071927],[91.70990567104607,26.150856236003392],[91.70900735576195,26.150856236003392],[91.70900735576195,26.14995792071927]]]}"
+102090+29111,-0.21005135399653632,26.522200498924608,10.0,26.151305394013946,91.70945651346739,-0.07158804188505759,0.4759228182054366,0.8782305188438763,1,+102090+29111,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.150856236003392],[91.70990567104607,26.150856236003392],[91.70990567104607,26.15175455128751],[91.70900735576195,26.15175455128751],[91.70900735576195,26.150856236003392]]]}"
+102090+29112,-0.2611554642174574,26.480478934266763,10.0,26.15220370888122,91.70945651327102,-0.0922228709295544,0.524046816665084,0.9683517000666693,1,+102090+29112,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.15175455128751],[91.70990567104607,26.15175455128751],[91.70990567104607,26.152652866571632],[91.70900735576195,26.152652866571632],[91.70900735576195,26.15175455128751]]]}"
+102090+29113,-0.33902943370503946,26.14321646070706,10.0,26.15310202431922,91.70945651326888,-0.13346558458039107,0.5778306094698292,1.0,1,+102090+29113,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.152652866571632],[91.70990567104607,26.152652866571632],[91.70990567104607,26.15355118185575],[91.70900735576195,26.15355118185575],[91.70900735576195,26.152652866571632]]]}"
+102090+29114,-0.49364071636861,24.995265703275155,10.0,26.154000339656218,91.70945651323481,-0.24242254932235047,0.6504454094596924,1.0,1,+102090+29114,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.15355118185575],[91.70990567104607,26.15355118185575],[91.70990567104607,26.15444949713987],[91.70900735576195,26.15444949713987],[91.70900735576195,26.15355118185575]]]}"
+102090+29115,-0.5208138379353817,24.52696891737082,10.0,26.154898654842203,91.70945651339474,-0.192477580914464,0.6441687606047267,1.0,1,+102090+29115,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.70900735576195,26.15444949713987],[91.70990567104607,26.15444949713987],[91.70990567104607,26.15534781242399],[91.70900735576195,26.15534781242399],[91.70900735576195,26.15444949713987]]]}"
