system:index,Heat_Risk,LST,LandCover,Latitude,Longitude,NDBI,NDVI,Vegetation,count,grid_id,.geo
+102065+29107,0.0534406379754591,28.393701926744054,50.0,26.14771213278847,91.68699863118553,-0.04374742406545477,0.3461094996491161,0.276795168437978,1,+102065+29107,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.147262974866912],[91.68744778894309,26.147262974866912],[91.68744778894309,26.148161290151034],[91.68654947365897,26.148161290151034],[91.68654947365897,26.147262974866912]]]}"
+102065+29108,-0.08672889009965391,28.135901565192068,50.0,26.148610447859276,91.68699863121077,-0.11060438519283686,0.46786471618480124,0.4559394486058277,1,+102065+29108,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.148161290151034],[91.68744778894309,26.148161290151034],[91.68744778894309,26.149059605435152],[91.68654947365897,26.149059605435152],[91.68654947365897,26.148161290151034]]]}"
+102065+29109,-0.03003944790125052,28.078035703903637,50.0,26.14950876350327,91.68699863119859,-0.03605882313099277,0.4070419981800821,0.47319502725597085,1,+102065+29109,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.149059605435152],[91.68744778894309,26.149059605435152],[91.68744778894309,26.14995792071927],[91.68654947365897,26.14995792071927],[91.68654947365897,26.149059605435152]]]}"
+102065+29110,-0.01443441172555951,28.622209204717198,50.0,26.150407078227612,91.68699863114898,-0.029716080801922645,0.43030649777678803,0.16584964116239853,1,+102065+29110,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.14995792071927],[91.68744778894309,26.14995792071927],[91.68744778894309,26.150856236003392],[91.68654947365897,26.150856236003392],[91.68654947365897,26.14995792071927]]]}"
+102065+29111,-0.006669598173009481,28.758864352817763,50.0,26.151305394068935,91.68699863106215,-0.04569347196505426,0.432302766231421,0.11384760186673987,1,+102065+29111,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.150856236003392],[91.68744778894309,26.150856236003392],[91.68744778894309,26.15175455128751],[91.68654947365897,26.15175455128751],[91.68654947365897,26.150856236003392]]]}"
+102065+29112,-0.015708249931519085,28.204506620953232,50.0,26.152203708540583,91.68699863116402,-0.06228876225401428,0.4017444371424643,0.48558767010471005,1,+102065+29112,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.15175455128751],[91.68744778894309,26.15175455128751],[91.68744778894309,26.152652866571632],[91.68654947365897,26.152652866571632],[91.68654947365897,26.15175455128751]]]}"
+102065+29113,0.06674823921436708,27.732608153818006,50.0,26.153102024493034,91.68699863122865,0.0021172760942686467,0.2855809146297762,0.4025648064629986,1,+102065+29113,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.152652866571632],[91.68744778894309,26.152652866571632],[91.68744778894309,26.15355118185575],[91.68654947365897,26.15355118185575],[91.68654947365897,26.152652866571632]]]}"
+102065+29114,0.06349888462581187,27.50221987162014,50.0,26.154000339616932,91.68699863125565,0.02240388423405171,0.27237396334705527,0.19373308757206167,1,+102065+29114,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.15355118185575],[91.68744778894309,26.15355118185575],[91.68744778894309,26.15444949713987],[91.68654947365897,26.15444949713987],[91.68654947365897,26.15355118185575]]]}"
+102065+29115,-0.1333869188988106,27.250775808156448,10.0,26.154898654771667,91.68699863124542,-0.11421232421454595,0.4512994766242711,0.817914428016785,1,+102065+29115,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.15444949713987],[91.68744778894309,26.15444949713987],[91.68744778894309,26.15534781242399],[91.68654947365897,26.15534781242399],[91.68654947365897,26.15444949713987]]]}"
+102065+29116,0.07544659802150701,28.454107808480796,10.0,26.155796970190853,91.68699863119778,-0.03486307486127228,0.3284182454414071,0.9895682183615043,1,+102065+29116,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.15534781242399],[91.68744778894309,26.15534781242399],[91.68744778894309,26.15624612770811],[91.68654947365897,26.15624612770811],[91.68654947365897,26.15534781242399]]]}"
+102065+29117,0.23986152755447837,29.462269954717208,50.0,26.15669528554841,91.68699863133841,-0.0025776548594550184,0.23601489778246484,0.10208243460527865,1,+102065+29117,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.15624612770811],[91.68744778894309,26.15624612770811],[91.68744778894309,26.157144442992227],[91.68654947365897,26.157144442992227],[91.68654947365897,26.15624612770811]]]}"
+102065+29118,0.1403171418723831,28.693115802248634,50.0,26.157593600848177,91.68699863144202,0.005123473932916769,0.2806197011453765,0.13627985411192595,1,+102065+29118,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.157144442992227],[91.68744778894309,26.157144442992227],[91.68744778894309,26.15804275827635],[91.68654947365897,26.15804275827635],[91.68654947365897,26.157144442992227]]]}"
+102065+29119,0.13962946506391574,29.01847644872011,50.0,26.158491916230908,91.68699863128249,-0.033936860205311246,0.30454742413037794,0.3086395544923331,1,+102065+29119,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.15804275827635],[91.68744778894309,26.15804275827635],[91.68744778894309,26.158941073560467],[91.68654947365897,26.158941073560467],[91.68654947365897,26.15804275827635]]]}"
+102065+29120,0.15525834121327262,28.78102419756636,50.0,26.15939023082761,91.68699863108554,0.013007999188023969,0.27195767289861006,0.0,1,+102065+29120,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.158941073560467],[91.68744778894309,26.158941073560467],[91.68744778894309,26.15983938884459],[91.68654947365897,26.15983938884459],[91.68654947365897,26.158941073560467]]]}"
+102065+29121,0.137532267692047,28.409361066833103,50.0,26.16028854708923,91.68699863107686,0.02970001876707933,0.26313637993888905,0.0,1,+102065+29121,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.15983938884459],[91.68744778894309,26.15983938884459],[91.68744778894309,26.160737704128707],[91.68654947365897,26.160737704128707],[91.68654947365897,26.15983938884459]]]}"
+102065+29122,0.039624378661568496,28.370106682806412,50.0,26.161186861801546,91.68699863103076,-0.014477019681713433,0.35824038439603184,0.19538021098866623,1,+102065+29122,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.160737704128707],[91.68744778894309,26.160737704128707],[91.68744778894309,26.161636019412825],[91.68654947365897,26.161636019412825],[91.68654947365897,26.160737704128707]]]}"
+102065+29123,-0.015734400969606554,28.52985343248954,10.0,26.162085177092944,91.68699863117355,-0.039365045732378964,0.42500964614743086,0.5062943644848817,1,+102065+29123,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.161636019412825],[91.68744778894309,26.161636019412825],[91.68744778894309,26.162534334696947],[91.68654947365897,26.162534334696947],[91.68654947365897,26.161636019412825]]]}"
+102065+29124,-0.08729286582467476,28.179833385799597,50.0,26.162983492685644,91.68699863127893,-0.13217064134282536,0.47156667909607525,0.3546021412604416,1,+102065+29124,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.162534334696947],[91.68744778894309,26.162534334696947],[91.68744778894309,26.163432649981065],[91.68654947365897,26.163432649981065],[91.68654947365897,26.162534334696947]]]}"
+102065+29125,-0.16781981617054412,27.75211924804208,10.0,26.163881807729805,91.68699863112094,-0.170150450689935,0.5215426196021211,0.6584964116239853,1,+102065+29125,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.163432649981065],[91.68744778894309,26.163432649981065],[91.68744778894309,26.164330965265183],[91.68654947365897,26.164330965265183],[91.68654947365897,26.163432649981065]]]}"
+102065+29126,-0.06769045680165654,27.92893532238829,10.0,26.164780122896996,91.68699863092532,-0.0909041682705565,0.43404297982939155,0.6300247068512491,1,+102065+29126,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.164330965265183],[91.68744778894309,26.164330965265183],[91.68744778894309,26.165229280549305],[91.68654947365897,26.165229280549305],[91.68654947365897,26.164330965265183]]]}"
+102065+29127,0.1179299855511687,28.432677357594294,50.0,26.165678438368754,91.6869986309184,0.034194551594784794,0.28440411141985206,0.22502843248754859,1,+102065+29127,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.165229280549305],[91.68744778894309,26.165229280549305],[91.68744778894309,26.166127595833423],[91.68654947365897,26.166127595833423],[91.68654947365897,26.165229280549305]]]}"
+102065+29128,0.13079820188084787,28.535993430116054,50.0,26.166576753836527,91.68699863109997,0.013087697673924217,0.2789156145560131,0.059570963567198716,1,+102065+29128,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.166127595833423],[91.68744778894309,26.166127595833423],[91.68744778894309,26.16702591111754],[91.68654947365897,26.16702591111754],[91.68654947365897,26.166127595833423]]]}"
+102065+29129,0.025991956275399138,28.559163789399456,50.0,26.167475068519945,91.68699863124411,-0.08126739940671454,0.3853768858245619,0.35487666182987565,1,+102065+29129,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.16702591111754],[91.68744778894309,26.16702591111754],[91.68744778894309,26.167924226401663],[91.68654947365897,26.167924226401663],[91.68654947365897,26.16702591111754]]]}"
+102065+29130,0.0936667665004161,28.852689837227665,50.0,26.168373384010923,91.68699863112529,1.0775436321774304E-4,0.3386682218729886,0.07847366563394644,1,+102065+29130,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.167924226401663],[91.68744778894309,26.167924226401663],[91.68744778894309,26.16882254168578],[91.68654947365897,26.16882254168578],[91.68654947365897,26.167924226401663]]]}"
+102065+29131,0.11021881799876584,29.186030689108065,50.0,26.169271699536242,91.68699863096886,-0.009288349958277244,0.3459262312232387,0.07384603317777168,1,+102065+29131,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.16882254168578],[91.68744778894309,26.16882254168578],[91.68744778894309,26.169720856969903],[91.68654947365897,26.169720856969903],[91.68654947365897,26.16882254168578]]]}"
+102065+29132,0.0228220470141653,28.47329319755589,50.0,26.17017001496815,91.68699863100069,-0.04523863899709618,0.3824131813826839,0.07498333267971292,1,+102065+29132,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.169720856969903],[91.68744778894309,26.169720856969903],[91.68744778894309,26.17061917225402],[91.68654947365897,26.17061917225402],[91.68654947365897,26.169720856969903]]]}"
+102065+29133,-0.053426764514552985,27.721123525405044,50.0,26.171068329885824,91.68699863099532,-0.09010339677593579,0.40493558775777055,0.2154986470057649,1,+102065+29133,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.17061917225402],[91.68744778894309,26.17061917225402],[91.68744778894309,26.17151748753814],[91.68654947365897,26.17151748753814],[91.68654947365897,26.17061917225402]]]}"
+102065+29134,0.027065306719423046,26.517521253139975,50.0,26.17196664516088,91.6869986309525,-0.05374578828799656,0.2384719256477182,0.2746382211067101,1,+102065+29134,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68654947365897,26.17151748753814],[91.68744778894309,26.17151748753814],[91.68744778894309,26.17241580282226],[91.68654947365897,26.17241580282226],[91.68654947365897,26.17151748753814]]]}"
+102066+29062,-0.10253915844950386,27.28881029555882,40.0,26.10728794548283,91.68789694633917,-0.1699439843553978,0.4231684652751337,1.0,1,+102066+29062,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.106838787081536],[91.68834610422721,26.106838787081536],[91.68834610422721,26.107737102365654],[91.68744778894309,26.107737102365654],[91.68744778894309,26.106838787081536]]]}"
+102066+29063,-0.10877936581667245,27.13123222947627,40.0,26.108186259934502,91.68789694658139,-0.20459291716703978,0.4181530964935494,1.0,1,+102066+29063,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.107737102365654],[91.68834610422721,26.107737102365654],[91.68834610422721,26.108635417649776],[91.68744778894309,26.108635417649776],[91.68744778894309,26.107737102365654]]]}"
+102066+29064,-0.17626323604021715,27.714635970684377,40.0,26.10908457530918,91.68789694656081,-0.12469920474341088,0.527308662517673,0.9083493470332169,1,+102066+29064,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.108635417649776],[91.68834610422721,26.108635417649776],[91.68834610422721,26.109533732933894],[91.68744778894309,26.109533732933894],[91.68744778894309,26.108635417649776]]]}"
+102066+29065,-0.25620163995736994,27.774056293734628,40.0,26.10998289029852,91.68789694650347,-0.16379658893604668,0.6114913752241281,1.0,1,+102066+29065,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.109533732933894],[91.68834610422721,26.109533732933894],[91.68834610422721,26.110432048218012],[91.68744778894309,26.110432048218012],[91.68744778894309,26.109533732933894]]]}"
+102066+29066,-0.18527131216683587,27.50543858668298,40.0,26.110881206218853,91.68789694663474,-0.0978118562619858,0.5213740683584775,0.989960390603553,1,+102066+29066,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.110432048218012],[91.68834610422721,26.110432048218012],[91.68834610422721,26.111330363502134],[91.68744778894309,26.111330363502134],[91.68744778894309,26.110432048218012]]]}"
+102066+29067,-0.014018637700403569,27.773984684574025,50.0,26.11177952129913,91.68789694672903,0.024525213890439563,0.3693032580271202,0.21353778579552143,1,+102066+29067,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.111330363502134],[91.68834610422721,26.111330363502134],[91.68834610422721,26.112228678786252],[91.68744778894309,26.112228678786252],[91.68744778894309,26.111330363502134]]]}"
+102066+29068,-0.13410432650732249,27.583963322117494,50.0,26.112677836400454,91.68789694678655,-0.04406533175943891,0.4758159923728572,0.4563316208478764,1,+102066+29068,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.112228678786252],[91.68834610422721,26.112228678786252],[91.68834610422721,26.11312699407037],[91.68744778894309,26.11312699407037],[91.68744778894309,26.112228678786252]]]}"
+102066+29069,-0.17141690304555493,27.57483966875002,40.0,26.113576152116806,91.68789694658125,-0.08620135623400849,0.5124768793848423,1.0,1,+102066+29069,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.11312699407037],[91.68834610422721,26.11312699407037],[91.68834610422721,26.114025309354492],[91.68744778894309,26.114025309354492],[91.68744778894309,26.11312699407037]]]}"
+102066+29070,-0.18478293617901562,27.387282981906434,40.0,26.114474467122005,91.68789694656479,-0.08978188360015692,0.5124460063151893,1.0,1,+102066+29070,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.114025309354492],[91.68834610422721,26.114025309354492],[91.68834610422721,26.11492362463861],[91.68744778894309,26.11492362463861],[91.68744778894309,26.114025309354492]]]}"
+102066+29071,-0.11479564037557304,27.590953656348816,40.0,26.11537278229571,91.68789694673717,-0.05948976993279428,0.4570066158290598,0.8634064080944351,1,+102066+29071,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.11492362463861],[91.68834610422721,26.11492362463861],[91.68834610422721,26.11582193992273],[91.68744778894309,26.11582193992273],[91.68744778894309,26.11492362463861]]]}"
+102066+29072,-0.14847806527848795,26.91586176291552,40.0,26.116271097580125,91.68789694687257,-0.05342632521890864,0.4424681912010252,0.8849366641829091,1,+102066+29072,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.11582193992273],[91.68834610422721,26.11582193992273],[91.68834610422721,26.11672025520685],[91.68744778894309,26.11672025520685],[91.68744778894309,26.11582193992273]]]}"
+102066+29073,-0.15549563936684488,26.938388591305888,40.0,26.117169412972324,91.68789694674516,-0.08316756374828543,0.45109482446012317,0.7003804070747872,1,+102066+29073,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.11672025520685],[91.68834610422721,26.11672025520685],[91.68834610422721,26.11761857049097],[91.68744778894309,26.11761857049097],[91.68744778894309,26.11672025520685]]]}"
+102066+29074,-0.1132943275034558,27.53193580303846,40.0,26.1180677285368,91.68789694658074,-0.067189152103747,0.45128974200620253,0.8012471077297151,1,+102066+29074,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.11761857049097],[91.68834610422721,26.11761857049097],[91.68834610422721,26.11851688577509],[91.68744778894309,26.11851688577509],[91.68744778894309,26.11761857049097]]]}"
+102066+29075,-0.04166090670794364,27.850788691941357,40.0,26.11896604348057,91.68789694660516,-0.06064080440617925,0.4024315275608978,0.8649750970626301,1,+102066+29075,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.11851688577509],[91.68834610422721,26.11851688577509],[91.68834610422721,26.11941520105921],[91.68744778894309,26.11941520105921],[91.68744778894309,26.11851688577509]]]}"
+102066+29076,0.05087389670892144,28.21483407768158,50.0,26.119864358989894,91.68789694659283,-0.026317422976853754,0.33589996598262023,0.285305306090435,1,+102066+29076,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.11941520105921],[91.68834610422721,26.11941520105921],[91.68834610422721,26.120313516343327],[91.68744778894309,26.120313516343327],[91.68744778894309,26.11941520105921]]]}"
+102066+29077,0.18381622346499304,29.47750550485138,50.0,26.120762673854376,91.68789694654329,0.009138696200285897,0.29314845545296186,0.011216126122593043,1,+102066+29077,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.120313516343327],[91.68834610422721,26.120313516343327],[91.68834610422721,26.12121183162745],[91.68744778894309,26.12121183162745],[91.68744778894309,26.120313516343327]]]}"
+102066+29078,0.2762355761966963,30.39031310603353,50.0,26.121660989188307,91.68789694645655,-0.021722580242581536,0.2659296456628422,0.13745637083807208,1,+102066+29078,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.12121183162745],[91.68834610422721,26.12121183162745],[91.68834610422721,26.122110146911567],[91.68744778894309,26.122110146911567],[91.68744778894309,26.12121183162745]]]}"
+102066+29079,0.27617372750405506,30.399087297039124,50.0,26.122559305002717,91.68789694655867,0.009546801081625395,0.2666182222844538,0.009137613239734891,1,+102066+29079,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.122110146911567],[91.68834610422721,26.122110146911567],[91.68834610422721,26.123008462195685],[91.68744778894309,26.123008462195685],[91.68744778894309,26.122110146911567]]]}"
+102066+29080,0.11719720336043564,29.23260771799133,50.0,26.12345761980143,91.6878969466238,0.004270183849501677,0.34227477649608723,0.002902074591160437,1,+102066+29080,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.123008462195685],[91.68834610422721,26.123008462195685],[91.68834610422721,26.123906777479807],[91.68744778894309,26.123906777479807],[91.68744778894309,26.123008462195685]]]}"
+102066+29081,0.033308765339420975,28.58908339882685,50.0,26.124355935255778,91.68789694665213,-0.03182550825785351,0.3801971917196396,0.2623240127063806,1,+102066+29081,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.123906777479807],[91.68834610422721,26.123906777479807],[91.68834610422721,26.124805092763925],[91.68744778894309,26.124805092763925],[91.68744778894309,26.123906777479807]]]}"
+102066+29082,-0.06213114025805757,28.238436794699734,10.0,26.12525425092003,91.6878969466437,-0.04416615337480069,0.45059091130803874,0.6848503862896584,1,+102066+29082,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.124805092763925],[91.68834610422721,26.124805092763925],[91.68834610422721,26.125703408048047],[91.68744778894309,26.125703408048047],[91.68744778894309,26.124805092763925]]]}"
+102066+29083,-7.880160482747404E-4,28.09504406389414,10.0,26.12615256556553,91.687896946372,0.0011529477499588737,0.37900544918357026,0.5184909212125965,1,+102066+29083,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.125703408048047],[91.68834610422721,26.125703408048047],[91.68834610422721,26.126601723332165],[91.68744778894309,26.126601723332165],[91.68744778894309,26.125703408048047]]]}"
+102066+29084,-0.09063531469316312,27.521442653791915,50.0,26.127050881053282,91.68789694651501,-0.052413157990505735,0.42788121853544264,0.2896584179771756,1,+102066+29084,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.126601723332165],[91.68834610422721,26.126601723332165],[91.68834610422721,26.127500038616283],[91.68744778894309,26.127500038616283],[91.68744778894309,26.126601723332165]]]}"
+102066+29085,-0.08018021054860586,27.44991724365224,50.0,26.127949196159747,91.68789694662127,-0.05932801486201258,0.41231715652376677,0.11459272912663243,1,+102066+29085,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.127500038616283],[91.68834610422721,26.127500038616283],[91.68834610422721,26.128398353900405],[91.68744778894309,26.128398353900405],[91.68744778894309,26.127500038616283]]]}"
+102066+29086,-0.22693678197112735,27.302189833625846,10.0,26.128847512104844,91.68789694646424,-0.1374254227243511,0.5485217700872586,0.9000745127259892,1,+102066+29086,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.128398353900405],[91.68834610422721,26.128398353900405],[91.68834610422721,26.129296669184523],[91.68744778894309,26.129296669184523],[91.68744778894309,26.128398353900405]]]}"
+102066+29087,-0.3673825215743626,26.611398409120138,10.0,26.12974582676544,91.68789694649607,-0.19449583054331848,0.6396252650829436,0.9149378406996355,1,+102066+29087,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.129296669184523],[91.68834610422721,26.129296669184523],[91.68834610422721,26.13019498446864],[91.68744778894309,26.13019498446864],[91.68744778894309,26.129296669184523]]]}"
+102066+29088,-0.3862307340026717,26.32259481420392,10.0,26.130644141907254,91.68789694671699,-0.22185758545993087,0.6378446493029521,1.0,1,+102066+29088,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.13019498446864],[91.68834610422721,26.13019498446864],[91.68834610422721,26.131093299752763],[91.68744778894309,26.131093299752763],[91.68744778894309,26.13019498446864]]]}"
+102066+29089,-0.35657645614552064,26.4860260206273,10.0,26.131542457662352,91.68789694667505,-0.15027996830419002,0.6198640290474705,0.9979607043413468,1,+102066+29089,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.131093299752763],[91.68834610422721,26.131093299752763],[91.68834610422721,26.13199161503688],[91.68744778894309,26.13199161503688],[91.68744778894309,26.131093299752763]]]}"
+102066+29090,-0.37793343361695986,26.44656725888271,10.0,26.132440772583152,91.68789694659591,-0.1651774312174005,0.6384025235371533,0.998784266049649,1,+102066+29090,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.13199161503688],[91.68834610422721,26.13199161503688],[91.68834610422721,26.132889930321],[91.68744778894309,26.132889930321],[91.68744778894309,26.13199161503688]]]}"
+102066+29091,-0.39921627420426964,26.27770465907821,10.0,26.133339088258193,91.68789694647957,-0.19326867403851028,0.647623749852714,0.979999215655516,1,+102066+29091,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.132889930321],[91.68834610422721,26.132889930321],[91.68834610422721,26.13378824560512],[91.68744778894309,26.13378824560512],[91.68744778894309,26.132889930321]]]}"
+102066+29092,-0.4295854152622925,26.06355106489851,10.0,26.134237403188628,91.68789694632625,-0.19164835511828893,0.6626962056121853,1.0,1,+102066+29092,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.13378824560512],[91.68834610422721,26.13378824560512],[91.68834610422721,26.13468656088924],[91.68744778894309,26.13468656088924],[91.68744778894309,26.13378824560512]]]}"
+102066+29093,-0.42559414061124434,26.49817351301329,10.0,26.135135718784895,91.68789694658764,-0.22817519766460884,0.6897493915407651,1.0,1,+102066+29093,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.13468656088924],[91.68834610422721,26.13468656088924],[91.68834610422721,26.13558487617336],[91.68744778894309,26.13558487617336],[91.68744778894309,26.13468656088924]]]}"
+102066+29094,-0.44369343882548073,26.340782284800987,10.0,26.13603403422102,91.68789694681207,-0.27025301198252555,0.6966064591684086,1.0,1,+102066+29094,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.13558487617336],[91.68834610422721,26.13558487617336],[91.68834610422721,26.13648319145748],[91.68744778894309,26.13648319145748],[91.68744778894309,26.13558487617336]]]}"
+102066+29095,-0.5006291570258002,25.524401785786832,10.0,26.13693234919228,91.68789694677362,-0.2538914856574468,0.695229284582002,1.0,1,+102066+29095,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.13648319145748],[91.68834610422721,26.13648319145748],[91.68834610422721,26.137381506741598],[91.68744778894309,26.137381506741598],[91.68744778894309,26.13648319145748]]]}"
+102066+29096,-0.5116172595687819,25.399922155206024,10.0,26.13783066446476,91.68789694669798,-0.25526981048151304,0.697325984940641,1.0,1,+102066+29096,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.137381506741598],[91.68834610422721,26.137381506741598],[91.68834610422721,26.13827982202572],[91.68744778894309,26.13827982202572],[91.68744778894309,26.137381506741598]]]}"
+102066+29097,-0.4790023182256548,26.24468209853354,10.0,26.13872897985051,91.68789694681121,-0.28015225751912304,0.7250510395494798,1.0,1,+102066+29097,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.13827982202572],[91.68834610422721,26.13827982202572],[91.68834610422721,26.139178137309838],[91.68744778894309,26.139178137309838],[91.68744778894309,26.13827982202572]]]}"
+102066+29098,-0.4708113480295921,25.874375183491694,10.0,26.139627295135465,91.68789694666158,-0.2724235041478258,0.6904095754218552,1.0,1,+102066+29098,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.139178137309838],[91.68834610422721,26.139178137309838],[91.68834610422721,26.140076452593956],[91.68744778894309,26.140076452593956],[91.68744778894309,26.139178137309838]]]}"
+102066+29099,-0.4458572466599306,25.902855036236037,10.0,26.140525610083508,91.68789694647472,-0.26130953153254755,0.667489749248219,1.0,1,+102066+29099,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.140076452593956],[91.68834610422721,26.140076452593956],[91.68834610422721,26.140974767878078],[91.68744778894309,26.140974767878078],[91.68744778894309,26.140076452593956]]]}"
+102066+29100,-0.4892777169162594,25.42624950199373,10.0,26.141423925784288,91.68789694647677,-0.2570382299441282,0.6768669670586683,1.0,1,+102066+29100,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.140974767878078],[91.68834610422721,26.140974767878078],[91.68834610422721,26.141873083162196],[91.68744778894309,26.141873083162196],[91.68744778894309,26.140974767878078]]]}"
+102066+29101,-0.5696177886496515,24.929899915928242,10.0,26.14232224102428,91.68789694644161,-0.2947919573730914,0.7217534969302398,1.0,1,+102066+29101,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.141873083162196],[91.68834610422721,26.141873083162196],[91.68834610422721,26.142771398446317],[91.68744778894309,26.142771398446317],[91.68744778894309,26.141873083162196]]]}"
+102066+29102,-0.5414263458341795,24.993783447395266,10.0,26.143220556103536,91.68789694659512,-0.2727627190114158,0.69812516350527,1.0,1,+102066+29102,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.68744778894309,26.142771398446317],[91.68834610422721,26.142771398446317],[91.68834610422721,26.143669713730436],[91.68744778894309,26.143669713730436],[91.68744778894309,26.142771398446317]]]}"
