system:index,Heat_Risk,LST,NDVI,count,grid_id,.geo
+102054+29075,0.17656138841005048,28.50963472235336,0.23126966318661832,1,+102054+29075,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.11851688577509],[91.67756632081777,26.11851688577509],[91.67756632081777,26.11941520105921],[91.67666800553366,26.11941520105921],[91.67666800553366,26.11851688577509]]]}"
+102054+29076,0.11579810347508909,28.20732195237083,0.27043917883711305,1,+102054+29076,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.11941520105921],[91.67756632081777,26.11941520105921],[91.67756632081777,26.120313516343327],[91.67666800553366,26.120313516343327],[91.67666800553366,26.11941520105921]]]}"
+102054+29077,0.20380046722239809,28.56435196624732,0.2079389589381241,1,+102054+29077,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.120313516343327],[91.67756632081777,26.120313516343327],[91.67756632081777,26.12121183162745],[91.67666800553366,26.12121183162745],[91.67666800553366,26.120313516343327]]]}"
+102054+29078,0.2579077798254512,28.495052642266074,0.14888169462212536,1,+102054+29078,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.12121183162745],[91.67756632081777,26.12121183162745],[91.67756632081777,26.122110146911567],[91.67666800553366,26.122110146911567],[91.67666800553366,26.12121183162745]]]}"
+102054+29079,0.2470678520275786,28.26098808866622,0.14300272573429473,1,+102054+29079,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.122110146911567],[91.67756632081777,26.122110146911567],[91.67756632081777,26.123008462195685],[91.67666800553366,26.123008462195685],[91.67666800553366,26.122110146911567]]]}"
+102054+29080,0.1744343658186718,28.414581220416995,0.22660714992539907,1,+102054+29080,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.123008462195685],[91.67756632081777,26.123008462195685],[91.67756632081777,26.123906777479807],[91.67666800553366,26.123906777479807],[91.67666800553366,26.123008462195685]]]}"
+102054+29081,0.13176234853917787,28.381029332967884,0.26688260381567136,1,+102054+29081,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.123906777479807],[91.67756632081777,26.123906777479807],[91.67756632081777,26.124805092763925],[91.67666800553366,26.124805092763925],[91.67666800553366,26.123906777479807]]]}"
+102054+29082,0.3126968594130107,29.544688513442757,0.16906660583290042,1,+102054+29082,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.124805092763925],[91.67756632081777,26.124805092763925],[91.67756632081777,26.125703408048047],[91.67666800553366,26.125703408048047],[91.67666800553366,26.124805092763925]]]}"
+102054+29083,0.32209918832842405,29.914587600801337,0.18608564030024255,1,+102054+29083,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.125703408048047],[91.67756632081777,26.125703408048047],[91.67756632081777,26.126601723332165],[91.67666800553366,26.126601723332165],[91.67666800553366,26.125703408048047]]]}"
+102054+29084,0.3589030942451279,29.98300184073325,0.15416846580724716,1,+102054+29084,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.126601723332165],[91.67756632081777,26.126601723332165],[91.67756632081777,26.127500038616283],[91.67666800553366,26.127500038616283],[91.67666800553366,26.126601723332165]]]}"
+102054+29085,0.4516139531089988,30.374001130698332,0.0893861276551679,1,+102054+29085,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.127500038616283],[91.67756632081777,26.127500038616283],[91.67756632081777,26.128398353900405],[91.67666800553366,26.128398353900405],[91.67666800553366,26.127500038616283]]]}"
+102054+29086,0.3256741044144273,29.43408871926036,0.14818937553274109,1,+102054+29086,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.128398353900405],[91.67756632081777,26.128398353900405],[91.67756632081777,26.129296669184523],[91.67666800553366,26.129296669184523],[91.67666800553366,26.128398353900405]]]}"
+102054+29087,0.17777815736961933,28.17228665064947,0.20595660339105673,1,+102054+29087,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.129296669184523],[91.67756632081777,26.129296669184523],[91.67756632081777,26.13019498446864],[91.67666800553366,26.13019498446864],[91.67666800553366,26.129296669184523]]]}"
+102054+29088,0.0818470749223041,27.77152440237082,0.27326181096132673,1,+102054+29088,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.13019498446864],[91.67756632081777,26.13019498446864],[91.67756632081777,26.131093299752763],[91.67666800553366,26.131093299752763],[91.67666800553366,26.13019498446864]]]}"
+102054+29089,0.005731300111772038,26.977893102842664,0.2926896358055609,1,+102054+29089,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.131093299752763],[91.67756632081777,26.131093299752763],[91.67756632081777,26.13199161503688],[91.67666800553366,26.13199161503688],[91.67666800553366,26.131093299752763]]]}"
+102054+29090,-0.045817501097474296,26.410459052140386,0.30370743339321576,1,+102054+29090,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.13199161503688],[91.67756632081777,26.13199161503688],[91.67756632081777,26.132889930321],[91.67666800553366,26.132889930321],[91.67666800553366,26.13199161503688]]]}"
+102054+29091,-0.07883532500304383,26.379412236047493,0.33450762757786523,1,+102054+29091,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.132889930321],[91.67756632081777,26.132889930321],[91.67756632081777,26.13378824560512],[91.67666800553366,26.13378824560512],[91.67666800553366,26.132889930321]]]}"
+102054+29092,-0.0698237298543387,25.801115167077622,0.28418909893131106,1,+102054+29092,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.13378824560512],[91.67756632081777,26.13378824560512],[91.67756632081777,26.13468656088924],[91.67666800553366,26.13468656088924],[91.67666800553366,26.13378824560512]]]}"
+102054+29093,-0.07346660604563436,25.21705510159918,0.24611339901700435,1,+102054+29093,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.13468656088924],[91.67756632081777,26.13468656088924],[91.67756632081777,26.13558487617336],[91.67666800553366,26.13558487617336],[91.67666800553366,26.13468656088924]]]}"
+102054+29094,0.10669388384456308,26.541212638453217,0.1605355903306674,1,+102054+29094,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.13558487617336],[91.67756632081777,26.13558487617336],[91.67756632081777,26.13648319145748],[91.67666800553366,26.13648319145748],[91.67666800553366,26.13558487617336]]]}"
+102054+29095,0.2340796192649869,27.814296105333614,0.124084388258842,1,+102054+29095,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.13648319145748],[91.67756632081777,26.13648319145748],[91.67756632081777,26.137381506741598],[91.67666800553366,26.137381506741598],[91.67666800553366,26.13648319145748]]]}"
+102054+29096,0.23056224421312999,27.897387857067045,0.13353688843451614,1,+102054+29096,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.137381506741598],[91.67756632081777,26.137381506741598],[91.67756632081777,26.13827982202572],[91.67666800553366,26.13827982202572],[91.67666800553366,26.137381506741598]]]}"
+102054+29097,0.2676279280110924,28.196842928414814,0.11786085258996644,1,+102054+29097,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.13827982202572],[91.67756632081777,26.13827982202572],[91.67756632081777,26.139178137309838],[91.67666800553366,26.139178137309838],[91.67666800553366,26.13827982202572]]]}"
+102054+29098,0.27260904084593496,28.760921577646858,0.15317107184312626,1,+102054+29098,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.139178137309838],[91.67756632081777,26.139178137309838],[91.67756632081777,26.140076452593956],[91.67666800553366,26.140076452593956],[91.67666800553366,26.139178137309838]]]}"
+102054+29099,0.3118772757862506,28.775493187199743,0.11494366615658805,1,+102054+29099,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.140076452593956],[91.67756632081777,26.140076452593956],[91.67756632081777,26.140974767878078],[91.67666800553366,26.140974767878078],[91.67666800553366,26.140076452593956]]]}"
+102054+29100,0.29755997349308444,28.63815776418996,0.11945129537762726,1,+102054+29100,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.140974767878078],[91.67756632081777,26.140974767878078],[91.67756632081777,26.141873083162196],[91.67666800553366,26.141873083162196],[91.67666800553366,26.140974767878078]]]}"
+102054+29101,0.32610164383902135,28.708829614390883,0.0959576143317553,1,+102054+29101,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.141873083162196],[91.67756632081777,26.141873083162196],[91.67756632081777,26.142771398446317],[91.67666800553366,26.142771398446317],[91.67666800553366,26.141873083162196]]]}"
+102054+29102,0.32120250185103233,28.479321276822645,0.08446330363629932,1,+102054+29102,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.142771398446317],[91.67756632081777,26.142771398446317],[91.67756632081777,26.143669713730436],[91.67666800553366,26.143669713730436],[91.67666800553366,26.142771398446317]]]}"
+102054+29103,0.32313858170793114,28.636279882042615,0.09373855272368449,1,+102054+29103,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.143669713730436],[91.67756632081777,26.143669713730436],[91.67756632081777,26.144568029014554],[91.67666800553366,26.144568029014554],[91.67666800553366,26.143669713730436]]]}"
+102054+29104,0.2511571946005016,27.987170088596834,0.11935495458498589,1,+102054+29104,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.144568029014554],[91.67756632081777,26.144568029014554],[91.67756632081777,26.145466344298676],[91.67666800553366,26.145466344298676],[91.67666800553366,26.144568029014554]]]}"
+102054+29105,0.27871500576830327,27.924720082639695,0.0873364287059606,1,+102054+29105,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.145466344298676],[91.67756632081777,26.145466344298676],[91.67756632081777,26.146364659582794],[91.67666800553366,26.146364659582794],[91.67666800553366,26.145466344298676]]]}"
+102054+29106,0.31704578467916705,28.766506563386876,0.10913325556275306,1,+102054+29106,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.146364659582794],[91.67756632081777,26.146364659582794],[91.67756632081777,26.147262974866912],[91.67666800553366,26.147262974866912],[91.67666800553366,26.146364659582794]]]}"
+102054+29107,0.3002745025291353,28.932196849597563,0.13773955815640468,1,+102054+29107,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.147262974866912],[91.67756632081777,26.147262974866912],[91.67756632081777,26.148161290151034],[91.67666800553366,26.148161290151034],[91.67666800553366,26.147262974866912]]]}"
+102054+29108,0.22525797531817404,28.6807392043401,0.19479482499183332,1,+102054+29108,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.148161290151034],[91.67756632081777,26.148161290151034],[91.67756632081777,26.149059605435152],[91.67666800553366,26.149059605435152],[91.67666800553366,26.148161290151034]]]}"
+102054+29109,0.26161592145848184,28.550709441047513,0.14914903861634035,1,+102054+29109,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.149059605435152],[91.67756632081777,26.149059605435152],[91.67756632081777,26.14995792071927],[91.67666800553366,26.14995792071927],[91.67666800553366,26.149059605435152]]]}"
+102054+29110,0.3173230239174543,29.101401232708508,0.1327770641331529,1,+102054+29110,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.14995792071927],[91.67756632081777,26.14995792071927],[91.67756632081777,26.150856236003392],[91.67666800553366,26.150856236003392],[91.67666800553366,26.14995792071927]]]}"
+102054+29111,0.35193175878330524,29.191083364769565,0.10457419584309244,1,+102054+29111,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.150856236003392],[91.67756632081777,26.150856236003392],[91.67756632081777,26.15175455128751],[91.67666800553366,26.15175455128751],[91.67666800553366,26.150856236003392]]]}"
+102054+29112,0.3714506294351682,29.32686671549932,0.09475413595764075,1,+102054+29112,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.15175455128751],[91.67756632081777,26.15175455128751],[91.67756632081777,26.152652866571632],[91.67666800553366,26.152652866571632],[91.67666800553366,26.15175455128751]]]}"
+102054+29113,0.33832172944871786,29.25014458964106,0.12240288409707198,1,+102054+29113,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.152652866571632],[91.67756632081777,26.152652866571632],[91.67756632081777,26.15355118185575],[91.67666800553366,26.15355118185575],[91.67666800553366,26.152652866571632]]]}"
+102054+29114,0.34320649230101,29.026560122758394,0.10154780218173219,1,+102054+29114,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.15355118185575],[91.67756632081777,26.15355118185575],[91.67756632081777,26.15444949713987],[91.67666800553366,26.15444949713987],[91.67666800553366,26.15355118185575]]]}"
+102054+29115,0.260528518390085,28.43379382327515,0.14188532612956872,1,+102054+29115,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.15444949713987],[91.67756632081777,26.15444949713987],[91.67756632081777,26.15534781242399],[91.67666800553366,26.15534781242399],[91.67666800553366,26.15444949713987]]]}"
+102054+29116,0.2729326054019678,28.71354271448514,0.14946330277554212,1,+102054+29116,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.15534781242399],[91.67756632081777,26.15534781242399],[91.67756632081777,26.15624612770811],[91.67666800553366,26.15624612770811],[91.67666800553366,26.15534781242399]]]}"
+102054+29117,0.34763422177610137,29.467734729011877,0.12863254458189005,1,+102054+29117,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.15624612770811],[91.67756632081777,26.15624612770811],[91.67756632081777,26.157144442992227],[91.67666800553366,26.157144442992227],[91.67666800553366,26.15624612770811]]]}"
+102054+29118,0.3463280203617902,29.597170754542613,0.13918417639125327,1,+102054+29118,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.157144442992227],[91.67756632081777,26.157144442992227],[91.67756632081777,26.15804275827635],[91.67666800553366,26.15804275827635],[91.67666800553366,26.157144442992227]]]}"
+102054+29119,0.3360620913655036,28.852864828473567,0.09628539638260795,1,+102054+29119,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.15804275827635],[91.67756632081777,26.15804275827635],[91.67756632081777,26.158941073560467],[91.67666800553366,26.158941073560467],[91.67666800553366,26.15804275827635]]]}"
+102054+29120,0.26609646572558354,28.198998285998623,0.11954626898860396,1,+102054+29120,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.158941073560467],[91.67756632081777,26.158941073560467],[91.67756632081777,26.15983938884459],[91.67666800553366,26.15983938884459],[91.67666800553366,26.158941073560467]]]}"
+102054+29121,0.2742214009136947,27.736892484294714,0.07841377653592786,1,+102054+29121,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.15983938884459],[91.67756632081777,26.15983938884459],[91.67756632081777,26.160737704128707],[91.67666800553366,26.160737704128707],[91.67666800553366,26.15983938884459]]]}"
+102054+29122,0.26776673019167513,27.75974596852068,0.08650083898837346,1,+102054+29122,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.160737704128707],[91.67756632081777,26.160737704128707],[91.67756632081777,26.161636019412825],[91.67666800553366,26.161636019412825],[91.67666800553366,26.160737704128707]]]}"
+102054+29123,0.2668361097312135,27.848671524525155,0.09378328487772594,1,+102054+29123,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.161636019412825],[91.67756632081777,26.161636019412825],[91.67756632081777,26.162534334696947],[91.67666800553366,26.162534334696947],[91.67666800553366,26.161636019412825]]]}"
+102054+29124,0.26312932291200003,28.019384557294014,0.1096838597518585,1,+102054+29124,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.162534334696947],[91.67756632081777,26.162534334696947],[91.67756632081777,26.163432649981065],[91.67666800553366,26.163432649981065],[91.67666800553366,26.162534334696947]]]}"
+102054+29125,0.19915066587760674,27.79225000026471,0.15743861985558627,1,+102054+29125,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.163432649981065],[91.67756632081777,26.163432649981065],[91.67756632081777,26.164330965265183],[91.67666800553366,26.164330965265183],[91.67666800553366,26.163432649981065]]]}"
+102054+29126,0.07231127353346385,27.849088632761895,0.2883379145209574,1,+102054+29126,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.164330965265183],[91.67756632081777,26.164330965265183],[91.67756632081777,26.165229280549305],[91.67666800553366,26.165229280549305],[91.67666800553366,26.164330965265183]]]}"
+102054+29127,0.26573217792949055,28.649920932531437,0.15211931725132669,1,+102054+29127,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.165229280549305],[91.67756632081777,26.165229280549305],[91.67756632081777,26.166127595833423],[91.67666800553366,26.166127595833423],[91.67666800553366,26.165229280549305]]]}"
+102054+29128,0.25036732558194774,28.37485882120017,0.14783687593234923,1,+102054+29128,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.166127595833423],[91.67756632081777,26.166127595833423],[91.67756632081777,26.16702591111754],[91.67666800553366,26.16702591111754],[91.67666800553366,26.166127595833423]]]}"
+102054+29129,0.18859563708089602,28.35447045828914,0.20815225279689956,1,+102054+29129,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.16702591111754],[91.67756632081777,26.16702591111754],[91.67756632081777,26.167924226401663],[91.67666800553366,26.167924226401663],[91.67666800553366,26.16702591111754]]]}"
+102054+29130,0.1442342795407236,27.934879263942047,0.22254281074085164,1,+102054+29130,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.167924226401663],[91.67756632081777,26.167924226401663],[91.67756632081777,26.16882254168578],[91.67666800553366,26.16882254168578],[91.67666800553366,26.167924226401663]]]}"
+102054+29131,0.12889647641757412,27.202757425852095,0.18558619685757477,1,+102054+29131,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.16882254168578],[91.67756632081777,26.16882254168578],[91.67756632081777,26.169720856969903],[91.67666800553366,26.169720856969903],[91.67666800553366,26.16882254168578]]]}"
+102054+29132,0.15460938608010968,27.376867210415522,0.17230970037814206,1,+102054+29132,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.169720856969903],[91.67756632081777,26.169720856969903],[91.67756632081777,26.17061917225402],[91.67666800553366,26.17061917225402],[91.67666800553366,26.169720856969903]]]}"
+102054+29133,0.14414455300862847,26.11178389562151,0.0924114395357655,1,+102054+29133,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67666800553366,26.17061917225402],[91.67756632081777,26.17061917225402],[91.67756632081777,26.17151748753814],[91.67666800553366,26.17151748753814],[91.67666800553366,26.17061917225402]]]}"
+102055+29072,0.3595273965822657,29.98669641820087,0.15380806186065354,1,+102055+29072,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.11582193992273],[91.67846463610189,26.11582193992273],[91.67846463610189,26.11672025520685],[91.67756632081777,26.11672025520685],[91.67756632081777,26.11582193992273]]]}"
+102055+29073,0.380291717543555,30.34517079992681,0.15864905387978828,1,+102055+29073,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.11672025520685],[91.67846463610189,26.11672025520685],[91.67846463610189,26.11761857049097],[91.67756632081777,26.11761857049097],[91.67756632081777,26.11672025520685]]]}"
+102055+29074,0.2633629955033693,29.28614506732611,0.19993308073421004,1,+102055+29074,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.11761857049097],[91.67846463610189,26.11761857049097],[91.67846463610189,26.11851688577509],[91.67756632081777,26.11851688577509],[91.67756632081777,26.11761857049097]]]}"
+102055+29075,0.09782450795613085,28.085488341004186,0.2797103735441685,1,+102055+29075,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.11851688577509],[91.67846463610189,26.11851688577509],[91.67846463610189,26.11941520105921],[91.67756632081777,26.11941520105921],[91.67756632081777,26.11851688577509]]]}"
+102055+29076,0.09098550701284973,27.8881650214749,0.2724548516639288,1,+102055+29076,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.11941520105921],[91.67846463610189,26.11941520105921],[91.67846463610189,26.120313516343327],[91.67756632081777,26.120313516343327],[91.67756632081777,26.11941520105921]]]}"
+102055+29077,0.25367485273647616,28.55349186111959,0.15728885162920858,1,+102055+29077,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.120313516343327],[91.67846463610189,26.120313516343327],[91.67846463610189,26.12121183162745],[91.67756632081777,26.12121183162745],[91.67756632081777,26.120313516343327]]]}"
+102055+29078,0.303266842940701,28.620119464780363,0.1124559759721816,1,+102055+29078,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.12121183162745],[91.67846463610189,26.12121183162745],[91.67846463610189,26.122110146911567],[91.67756632081777,26.122110146911567],[91.67756632081777,26.12121183162745]]]}"
+102055+29079,0.2168127262861358,28.494672291066966,0.1899495802186478,1,+102055+29079,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.122110146911567],[91.67846463610189,26.122110146911567],[91.67846463610189,26.123008462195685],[91.67756632081777,26.123008462195685],[91.67756632081777,26.122110146911567]]]}"
+102055+29080,0.23626556600547718,28.92098412050003,0.20094758545881072,1,+102055+29080,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.123008462195685],[91.67846463610189,26.123008462195685],[91.67846463610189,26.123906777479807],[91.67756632081777,26.123906777479807],[91.67756632081777,26.123008462195685]]]}"
+102055+29081,0.26153193953038406,29.09694219311719,0.18824964569227212,1,+102055+29081,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.123906777479807],[91.67846463610189,26.123906777479807],[91.67846463610189,26.124805092763925],[91.67756632081777,26.124805092763925],[91.67756632081777,26.123906777479807]]]}"
+102055+29082,0.3260613449232827,29.786679083954002,0.1729871610734315,1,+102055+29082,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.124805092763925],[91.67846463610189,26.124805092763925],[91.67846463610189,26.125703408048047],[91.67756632081777,26.125703408048047],[91.67756632081777,26.124805092763925]]]}"
+102055+29083,0.3444894228333221,30.095069036847853,0.17658693694152414,1,+102055+29083,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.125703408048047],[91.67846463610189,26.125703408048047],[91.67846463610189,26.126601723332165],[91.67756632081777,26.126601723332165],[91.67756632081777,26.125703408048047]]]}"
+102055+29084,0.37056335646449123,29.731279272343116,0.12452802013144554,1,+102055+29084,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.126601723332165],[91.67846463610189,26.126601723332165],[91.67846463610189,26.127500038616283],[91.67756632081777,26.127500038616283],[91.67756632081777,26.126601723332165]]]}"
+102055+29085,0.35671936243728714,29.45203549996863,0.11842603041761518,1,+102055+29085,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.127500038616283],[91.67846463610189,26.127500038616283],[91.67846463610189,26.128398353900405],[91.67756632081777,26.128398353900405],[91.67756632081777,26.127500038616283]]]}"
+102055+29086,0.23408208185562346,28.505770233695667,0.17347293483692386,1,+102055+29086,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.128398353900405],[91.67846463610189,26.128398353900405],[91.67846463610189,26.129296669184523],[91.67756632081777,26.129296669184523],[91.67756632081777,26.128398353900405]]]}"
+102055+29087,0.14733399916863263,27.806484116056506,0.2102720091211176,1,+102055+29087,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.129296669184523],[91.67846463610189,26.129296669184523],[91.67846463610189,26.13019498446864],[91.67756632081777,26.13019498446864],[91.67756632081777,26.129296669184523]]]}"
+102055+29088,0.15356552067275253,28.32820053490588,0.24130594610623848,1,+102055+29088,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.13019498446864],[91.67846463610189,26.13019498446864],[91.67846463610189,26.131093299752763],[91.67756632081777,26.131093299752763],[91.67756632081777,26.13019498446864]]]}"
+102055+29089,0.03427727647854908,27.545706001902197,0.3047017236573217,1,+102055+29089,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.131093299752763],[91.67846463610189,26.131093299752763],[91.67846463610189,26.13199161503688],[91.67756632081777,26.13199161503688],[91.67756632081777,26.131093299752763]]]}"
+102055+29090,-0.03047297823578675,27.012575080805465,0.33137119829332,1,+102055+29090,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.13199161503688],[91.67846463610189,26.13199161503688],[91.67846463610189,26.132889930321],[91.67756632081777,26.132889930321],[91.67756632081777,26.13199161503688]]]}"
+102055+29091,-0.0763376866427786,26.70372992043935,0.3551755381027324,1,+102055+29091,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.132889930321],[91.67846463610189,26.132889930321],[91.67846463610189,26.13378824560512],[91.67756632081777,26.13378824560512],[91.67756632081777,26.132889930321]]]}"
+102055+29092,-0.04121323674631882,26.31351412634785,0.29217853148545125,1,+102055+29092,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.13378824560512],[91.67846463610189,26.13378824560512],[91.67846463610189,26.13468656088924],[91.67756632081777,26.13468656088924],[91.67756632081777,26.13378824560512]]]}"
+102055+29093,-0.057533872124541995,25.359660890910053,0.24036679290383173,1,+102055+29093,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.13468656088924],[91.67846463610189,26.13468656088924],[91.67846463610189,26.13558487617336],[91.67756632081777,26.13558487617336],[91.67756632081777,26.13468656088924]]]}"
+102055+29094,0.013173070250091559,26.12636639599374,0.22442452946374733,1,+102055+29094,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.13558487617336],[91.67846463610189,26.13558487617336],[91.67846463610189,26.13648319145748],[91.67756632081777,26.13648319145748],[91.67756632081777,26.13558487617336]]]}"
+102055+29095,0.08105577111528729,26.46491383615219,0.18072378860986887,1,+102055+29095,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.13648319145748],[91.67846463610189,26.13648319145748],[91.67846463610189,26.137381506741598],[91.67756632081777,26.137381506741598],[91.67756632081777,26.13648319145748]]]}"
+102055+29096,0.05902819927150475,26.260232887102536,0.1881312926643907,1,+102055+29096,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.137381506741598],[91.67846463610189,26.137381506741598],[91.67846463610189,26.13827982202572],[91.67756632081777,26.13827982202572],[91.67756632081777,26.137381506741598]]]}"
+102055+29097,0.09131525503087251,26.618940261474915,0.18146619221733537,1,+102055+29097,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[91.67756632081777,26.13827982202572],[91.67846463610189,26.13827982202572],[91.67846463610189,26.139178137309838],[91.67756632081777,26.139178137309838],[91.67756632081777,26.13827982202572]]]}"
